,dataset_index,machine,shot
2094,17317,east,77727
2095,8056,east,55509
2096,14420,east,71392
2097,10758,east,63888
2098,18222,east,80128
2099,15939,east,74493
2100,4741,d3d,167424
2101,19498,cmod,1140228024
2102,14282,east,71142
2103,6737,d3d,174637
2104,22270,cmod,1160830018
2105,18621,east,80770
2106,5253,d3d,169891
2107,3457,d3d,164359
2108,6669,d3d,174505
2109,13068,east,68990
2110,3642,d3d,164841
2111,13228,east,69254
2112,366,d3d,157105
2113,14413,east,71383
2114,11981,east,66562
2115,4002,d3d,165753
2116,5022,d3d,169083
2117,19150,east,81627
2118,14369,east,71270
2119,6687,d3d,174541
2120,1921,d3d,160468
2121,6209,d3d,173071
2122,3090,d3d,163263
2123,3848,d3d,165322
2124,5755,d3d,171141
2125,18170,east,80038
2126,22242,cmod,1160826012
2127,6482,d3d,173991
2128,9761,east,62235
2129,13370,east,69608
2130,2593,d3d,161640
2131,5895,d3d,171566
2132,17765,east,79251
2133,16849,east,76849
2134,136,d3d,156669
2135,11372,east,64860
2136,15844,east,74302
2137,760,d3d,158021
2138,19606,cmod,1140515010
2139,5718,d3d,170877
2140,7748,d3d,176907
2141,9540,east,61511
2142,11270,east,64687
2143,16166,east,74839
2144,16541,east,75320
2145,20008,cmod,1140801018
2146,22274,cmod,1160830022
2147,3624,d3d,164817
2148,4645,d3d,167302
2149,19476,cmod,1140227017
2150,1386,d3d,159302
2151,2775,d3d,162725
2152,12958,east,68767
2153,22050,cmod,1160805002
2154,4091,d3d,165965
2155,8714,east,56691
2156,13291,east,69426
2157,17779,east,79272
2158,20133,cmod,1140826006
2159,4937,d3d,168768
2160,20436,cmod,1150708014
2161,14379,east,71299
2162,16167,east,74840
2163,1799,d3d,160245
2164,4358,d3d,166556
2165,17077,east,77304
2166,21443,cmod,1160506004
2167,7685,d3d,176773
2168,17685,east,79056
2169,4491,d3d,166855
2170,3359,d3d,164170
2171,8396,east,56057
2172,13894,east,70496
2173,1126,d3d,158764
2174,13849,east,70448
2175,6186,d3d,172981
2176,8661,east,56597
2177,14721,east,72261
2178,4858,d3d,167589
2179,21410,cmod,1160504015
2180,18963,east,81333
2181,4628,d3d,167279
2182,3696,d3d,164982
2183,20214,cmod,1150514021
2184,6808,d3d,174797
2185,6693,d3d,174550
2186,9487,east,61404
2187,18667,east,80873
2188,17761,east,79247
2189,13314,east,69487
2190,20760,cmod,1150813004
2191,18755,east,81037
2192,18195,east,80094
2193,20573,cmod,1150722029
2194,16798,east,76649
2195,16983,east,77133
2196,6907,d3d,174964
2197,11277,east,64695
2198,7065,d3d,175292
2199,8558,east,56406
2200,17126,east,77428
2201,15234,east,73254
2202,3482,d3d,164446
2203,6648,d3d,174414
2204,2932,d3d,162994
2205,3010,d3d,163124
2206,2916,d3d,162978
2207,8366,east,56021
2208,21370,cmod,1160427021
2209,21142,cmod,1151002011
2210,18332,east,80317
2211,20567,cmod,1150722023
2212,9601,east,61695
2213,10314,east,62969
2214,16813,east,76705
2215,3462,d3d,164367
2216,12901,east,68555
2217,21092,cmod,1150929012
2218,12850,east,67965
2219,1358,d3d,159269
2220,9195,east,59464
2221,4621,d3d,167271
2222,3020,d3d,163146
2223,10374,east,63301
2224,5933,d3d,171626
2225,22169,cmod,1160818009
2226,19077,east,81481
2227,13284,east,69416
2228,11417,east,64915
2229,13513,east,69829
2230,19955,cmod,1140730022
2231,4398,d3d,166619
2232,6939,d3d,175016
2233,10885,east,64123
2234,2361,d3d,161275
2235,7340,d3d,175920
2236,16247,east,74937
2237,14547,east,71563
2238,14779,east,72405
2239,465,d3d,157300
2240,20263,cmod,1150529020
2241,11382,east,64873
2242,18196,east,80095
2243,6496,d3d,174069
2244,4004,d3d,165756
2245,1452,d3d,159403
2246,20396,cmod,1150623031
2247,11896,east,66460
2248,21881,cmod,1160712009
2249,15221,east,73235
2250,11870,east,66416
2251,1581,d3d,159664
2252,11002,east,64319
2253,5577,d3d,170579
2254,177,d3d,156743
2255,16463,east,75225
2256,20119,cmod,1140821004
2257,10920,east,64170
2258,18626,east,80777
2259,4067,d3d,165935
2260,11290,east,64711
2261,13773,east,70265
2262,11472,east,64987
2263,11230,east,64619
2264,17710,east,79109
2265,974,d3d,158459
2266,18235,east,80145
2267,10366,east,63291
2268,8728,east,56709
2269,20303,cmod,1150612016
2270,8208,east,55736
2271,19093,east,81505
2272,20612,cmod,1150724032
2273,7772,d3d,176963
2274,18401,east,80422
2275,12739,east,67800
2276,10015,east,62567
2277,4851,d3d,167575
2278,1290,d3d,159114
2279,18289,east,80248
2280,4985,d3d,168938
2281,5307,d3d,170007
2282,16939,east,76992
2283,5824,d3d,171303
2284,11414,east,64912
2285,19545,cmod,1140513007
2286,21742,cmod,1160628023
2287,16273,east,74963
2288,7925,east,55299
2289,21720,cmod,1160621026
2290,4933,d3d,168764
2291,2305,d3d,161192
2292,10891,east,64129
2293,8042,east,55494
2294,4820,d3d,167532
2295,6562,d3d,174176
2296,17923,east,79588
2297,8203,east,55730
2298,10500,east,63505
2299,11954,east,66530
2300,14360,east,71246
2301,5731,d3d,170893
2302,9429,east,61196
2303,1721,d3d,160109
2304,19202,cmod,1120118008
2305,5156,d3d,169508
2306,14833,east,72633
2307,17049,east,77265
2308,15726,east,74047
2309,18065,east,79830
2310,3854,d3d,165338
2311,3004,d3d,163118
2312,9391,east,60230
2313,13149,east,69127
2314,19499,cmod,1140228025
2315,13005,east,68862
2316,18300,east,80262
2317,11533,east,65076
2318,2052,d3d,160713
2319,6076,d3d,172309
2320,11875,east,66427
2321,8398,east,56072
2322,17674,east,79033
2323,6613,d3d,174260
2324,16926,east,76965
2325,10629,east,63696
2326,15207,east,73220
2327,17663,east,78992
2328,387,d3d,157132
2329,2419,d3d,161394
2330,4988,d3d,168954
2331,18001,east,79733
2332,5316,d3d,170020
2333,19778,cmod,1140701020
2334,19313,cmod,1120801010
2335,20472,cmod,1150714011
2336,17640,east,78925
2337,4160,d3d,166115
2338,19633,cmod,1140521020
2339,15974,east,74535
2340,15176,east,73164
2341,15693,east,73988
2342,18329,east,80312
2343,12200,east,67015
2344,11360,east,64834
2345,6722,d3d,174615
2346,19797,cmod,1140702012
2347,18967,east,81337
2348,20924,cmod,1150903026
2349,3140,d3d,163438
2350,9088,east,57398
2351,17075,east,77299
2352,10502,east,63507
2353,13493,east,69798
2354,21670,cmod,1160617021
2355,13511,east,69827
2356,14166,east,70984
2357,15433,east,73610
2358,1869,d3d,160369
2359,19926,cmod,1140729007
2360,5531,d3d,170427
2361,1621,d3d,159758
2362,10432,east,63416
2363,3219,d3d,163609
2364,7646,d3d,176689
2365,18241,east,80152
2366,13457,east,69709
2367,17445,east,78607
2368,17762,east,79248
2369,13709,east,70177
2370,21400,cmod,1160504002
2371,6383,d3d,173754
2372,13770,east,70262
2373,14587,east,71630
2374,15325,east,73413
2375,12091,east,66718
2376,8188,east,55706
2377,18943,east,81312
2378,2576,d3d,161615
2379,6863,d3d,174880
2380,17631,east,78913
2381,16889,east,76915
2382,11638,east,65814
2383,8021,east,55462
2384,17981,east,79701
2385,17775,east,79265
2386,20965,cmod,1150916011
2387,3161,d3d,163465
2388,13534,east,69930
2389,19404,cmod,1121002026
2390,1110,d3d,158744
2391,860,d3d,158194
2392,14269,east,71127
2393,16305,east,75004
2394,5092,d3d,169366
2395,13348,east,69563
2396,4415,d3d,166680
2397,16990,east,77142
2398,20104,cmod,1140819023
2399,5182,d3d,169574
2400,7839,east,55052
2401,15649,east,73922
2402,11605,east,65619
2403,1160,d3d,158822
2404,4395,d3d,166615
2405,9591,east,61635
2406,22122,cmod,1160811015
2407,7900,east,55260
2408,16609,east,75438
2409,16164,east,74837
2410,9727,east,62190
2411,3514,d3d,164559
2412,1787,d3d,160222
2413,9051,east,57341
2414,21876,cmod,1160712002
2415,11509,east,65044
2416,15815,east,74185
2417,5973,d3d,171936
2418,14215,east,71051
2419,17817,east,79351
2420,15099,east,73061
2421,21977,cmod,1160728010
2422,20445,cmod,1150708025
2423,2826,d3d,162796
2424,5600,d3d,170612
2425,20132,cmod,1140826005
2426,3501,d3d,164482
2427,2104,d3d,160839
2428,11771,east,66157
2429,12747,east,67811
2430,11666,east,65867
2431,3814,d3d,165236
2432,1617,d3d,159754
2433,22527,cmod,1160929014
2434,6231,d3d,173194
2435,5522,d3d,170409
2436,11219,east,64604
2437,9432,east,61204
2438,20756,cmod,1150812030
2439,21751,cmod,1160629008
2440,12836,east,67945
2441,5096,d3d,169370
2442,10571,east,63595
2443,19416,cmod,1140220018
2444,17847,east,79455
2445,15185,east,73173
2446,17202,east,77574
2447,17200,east,77572
2448,13352,east,69567
2449,15678,east,73968
2450,9951,east,62483
2451,15870,east,74378
2452,7396,d3d,176000
2453,728,d3d,157968
2454,2229,d3d,161080
2455,21636,cmod,1160615026
2456,5218,d3d,169633
2457,8568,east,56419
2458,15053,east,73004
2459,6725,d3d,174618
2460,13389,east,69631
2461,18978,east,81357
2462,5727,d3d,170889
2463,17438,east,78599
2464,15431,east,73606
2465,11029,east,64350
2466,21306,cmod,1160420033
2467,9200,east,59470
2468,20326,cmod,1150616023
2469,18569,east,80713
2470,7675,d3d,176752
2471,647,d3d,157752
2472,12129,east,66855
2473,18331,east,80316
2474,19183,east,81681
2475,4670,d3d,167339
2476,13247,east,69302
2477,12570,east,67560
2478,20190,cmod,1150513013
2479,4626,d3d,167276
2480,16447,east,75198
2481,21555,cmod,1160526017
2482,2547,d3d,161582
2483,6082,d3d,172359
2484,7475,d3d,176201
2485,7035,d3d,175250
2486,10196,east,62798
2487,18310,east,80273
2488,16877,east,76903
2489,21906,cmod,1160720004
2490,11888,east,66450
2491,16998,east,77161
2492,20509,cmod,1150716018
2493,12050,east,66654
2494,4703,d3d,167380
2495,21434,cmod,1160505021
2496,9301,east,59977
2497,18009,east,79741
2498,8690,east,56647
2499,918,d3d,158372
2500,19678,cmod,1140610010
2501,15427,east,73599
2502,19874,cmod,1140722006
2503,16708,east,75593
2504,3120,d3d,163325
2505,10343,east,63232
2506,7692,d3d,176787
2507,3779,d3d,165113
2508,5735,d3d,171002
2509,788,d3d,158088
2510,12067,east,66678
2511,19622,cmod,1140521008
2512,10389,east,63324
2513,20784,cmod,1150813028
2514,16824,east,76749
2515,20547,cmod,1150721024
2516,5246,d3d,169873
2517,3384,d3d,164213
2518,15159,east,73138
2519,9009,east,57220
2520,22207,cmod,1160825002
2521,5804,d3d,171266
2522,3021,d3d,163147
2523,18768,east,81056
2524,19383,cmod,1120917014
2525,15439,east,73629
2526,8752,east,56745
2527,22514,cmod,1160928002
2528,7161,d3d,175540
2529,13939,east,70571
2530,6353,d3d,173596
2531,12373,east,67250
2532,20591,cmod,1150723025
2533,21489,cmod,1160512025
2534,7393,d3d,175996
2535,11863,east,66409
2536,4790,d3d,167489
2537,11298,east,64729
2538,11654,east,65850
2539,10372,east,63298
2540,10477,east,63478
2541,13923,east,70542
2542,6819,d3d,174823
2543,14409,east,71368
2544,7213,d3d,175645
2545,15524,east,73744
2546,8349,east,55997
2547,588,d3d,157658
2548,10601,east,63642
2549,13859,east,70458
2550,11834,east,66340
2551,5302,d3d,169995
2552,12102,east,66730
2553,14099,east,70898
2554,1435,d3d,159380
2555,14922,east,72788
2556,6131,d3d,172459
2557,6061,d3d,172210
2558,7541,d3d,176331
2559,8647,east,56581
2560,3274,d3d,163802
2561,16107,east,74723
2562,17482,east,78671
2563,9005,east,57213
2564,21981,cmod,1160728014
2565,8939,east,57037
2566,7370,d3d,175962
2567,10688,east,63786
2568,2872,d3d,162916
2569,10985,east,64299
2570,10122,east,62703
2571,3350,d3d,164140
2572,12362,east,67236
2573,13736,east,70215
2574,6246,d3d,173228
2575,13384,east,69625
2576,17140,east,77444
2577,2883,d3d,162933
2578,15257,east,73290
2579,1053,d3d,158624
2580,1456,d3d,159411
2581,11976,east,66556
2582,12539,east,67520
2583,193,d3d,156772
2584,22525,cmod,1160929009
2585,19565,cmod,1140513027
2586,55,d3d,156477
2587,16699,east,75581
2588,20682,cmod,1150804012
2589,16587,east,75394
2590,6320,d3d,173522
2591,8922,east,57017
2592,11820,east,66321
2593,20648,cmod,1150730017
2594,8117,east,55609
2595,14879,east,72729
2596,21701,cmod,1160621003
2597,466,d3d,157301
2598,20989,cmod,1150918014
2599,6546,d3d,174151
2600,8585,east,56456
2601,1025,d3d,158591
2602,5817,d3d,171290
2603,21868,cmod,1160708017
2604,16929,east,76969
2605,6169,d3d,172528
2606,2914,d3d,162976
2607,5416,d3d,170248
2608,3838,d3d,165306
2609,9460,east,61301
2610,15579,east,73824
2611,20798,cmod,1150814026
2612,3974,d3d,165558
2613,8706,east,56673
2614,1984,d3d,160571
2615,14789,east,72418
2616,14511,east,71516
2617,20590,cmod,1150723024
2618,21042,cmod,1150925001
2619,9173,east,59341
2620,11813,east,66314
2621,5465,d3d,170315
2622,9795,east,62274
2623,8862,east,56915
2624,19950,cmod,1140730017
2625,13223,east,69248
2626,15647,east,73920
2627,1326,d3d,159181
2628,6354,d3d,173597
2629,17641,east,78926
2630,11867,east,66413
2631,9330,east,60065
2632,11937,east,66512
2633,17711,east,79110
2634,5878,d3d,171490
2635,4134,d3d,166080
2636,20736,cmod,1150811016
2637,8143,east,55652
2638,10407,east,63365
2639,10019,east,62571
2640,16114,east,74730
2641,13907,east,70516
2642,16761,east,76464
2643,4905,d3d,168651
2644,14804,east,72436
2645,10483,east,63487
2646,17045,east,77260
2647,7030,d3d,175242
2648,6747,d3d,174662
2649,11710,east,65975
2650,10417,east,63398
2651,21355,cmod,1160426023
2652,5179,d3d,169570
2653,19915,cmod,1140725003
2654,17542,east,78756
2655,738,d3d,157987
2656,17509,east,78709
2657,14116,east,70921
2658,17021,east,77207
2659,8400,east,56074
2660,31,d3d,156413
2661,6416,d3d,173835
2662,5157,d3d,169509
2663,18193,east,80091
2664,1190,d3d,158905
2665,12705,east,67749
2666,3877,d3d,165415
2667,12699,east,67737
2668,7805,d3d,177060
2669,2455,d3d,161453
2670,4072,d3d,165941
2671,16726,east,75611
2672,13551,east,69949
2673,6393,d3d,173772
2674,14002,east,70669
2675,1952,d3d,160511
2676,4461,d3d,166800
2677,13691,east,70159
2678,11370,east,64857
2679,7232,d3d,175690
2680,16643,east,75503
2681,20471,cmod,1150714010
2682,22436,cmod,1160921011
2683,18571,east,80715
2684,14999,east,72895
2685,14756,east,72348
2686,17253,east,77642
2687,2098,d3d,160830
2688,10978,east,64290
2689,928,d3d,158384
2690,4375,d3d,166580
2691,17138,east,77441
2692,17311,east,77720
2693,19321,cmod,1120824007
2694,10008,east,62558
2695,9114,east,57428
2696,10325,east,63190
2697,9786,east,62265
2698,20831,cmod,1150819016
2699,2364,d3d,161280
2700,20112,cmod,1140820006
2701,17032,east,77230
2702,18683,east,80913
2703,19251,cmod,1120503017
2704,13258,east,69328
2705,7565,d3d,176395
2706,469,d3d,157305
2707,16931,east,76980
2708,10384,east,63317
2709,2851,d3d,162887
2710,15196,east,73207
2711,17556,east,78770
2712,4577,d3d,167219
2713,13799,east,70377
2714,7930,east,55304
2715,10341,east,63229
2716,10061,east,62624
2717,8434,east,56139
2718,20740,cmod,1150811021
2719,19754,cmod,1140625019
2720,5574,d3d,170572
2721,9338,east,60091
2722,12915,east,68694
2723,452,d3d,157272
2724,19673,cmod,1140606029
2725,6310,d3d,173409
2726,732,d3d,157974
2727,18540,east,80652
2728,6788,d3d,174736
2729,4644,d3d,167301
2730,3584,d3d,164675
2731,3221,d3d,163650
2732,14990,east,72876
2733,4697,d3d,167374
2734,13447,east,69697
2735,20191,cmod,1150513014
2736,4612,d3d,167261
2737,8486,east,56255
2738,11332,east,64785
2739,13164,east,69157
2740,4968,d3d,168850
2741,4256,d3d,166393
2742,7875,east,55226
2743,17722,east,79191
2744,274,d3d,156892
2745,8139,east,55644
2746,8378,east,56034
2747,2671,d3d,162295
2748,16934,east,76986
2749,21186,cmod,1160412009
2750,15674,east,73964
2751,9095,east,57405
2752,7188,d3d,175600
2753,16628,east,75479
2754,5736,d3d,171003
2755,14140,east,70945
2756,6671,d3d,174507
2757,777,d3d,158052
2758,11409,east,64907
2759,8362,east,56016
2760,5077,d3d,169335
2761,17783,east,79279
2762,16419,east,75150
2763,5892,d3d,171562
2764,12575,east,67565
2765,4908,d3d,168673
2766,3351,d3d,164141
2767,7372,d3d,175964
2768,1510,d3d,159534
2769,16477,east,75245
2770,21668,cmod,1160617017
2771,15142,east,73109
2772,19840,cmod,1140714022
2773,6188,d3d,173002
2774,4303,d3d,166458
2775,2938,d3d,163001
2776,6499,d3d,174072
2777,11250,east,64650
2778,17790,east,79287
2779,548,d3d,157519
2780,12404,east,67306
2781,3343,d3d,164113
2782,19973,cmod,1140731018
2783,21206,cmod,1160413026
2784,6461,d3d,173951
2785,15338,east,73440
2786,1537,d3d,159584
2787,8482,east,56250
2788,5373,d3d,170121
2789,3477,d3d,164436
2790,12168,east,66962
2791,2545,d3d,161573
2792,21764,cmod,1160629026
2793,10497,east,63502
2794,9887,east,62394
2795,7962,east,55341
2796,3195,d3d,163505
2797,1853,d3d,160334
2798,385,d3d,157130
2799,12623,east,67629
2800,1055,d3d,158633
2801,5228,d3d,169844
2802,14542,east,71557
2803,21869,cmod,1160708018
2804,22256,cmod,1160830003
2805,9199,east,59469
2806,1904,d3d,160446
2807,15611,east,73874
2808,15971,east,74532
2809,17836,east,79408
2810,19157,east,81637
2811,4592,d3d,167237
2812,11452,east,64964
2813,5231,d3d,169847
2814,23,d3d,156373
2815,8726,east,56707
2816,11601,east,65609
2817,6488,d3d,174050
2818,17182,east,77525
2819,3909,d3d,165460
2820,17496,east,78689
2821,6809,d3d,174801
2822,18374,east,80384
2823,15086,east,73046
2824,11579,east,65157
2825,17943,east,79636
2826,7458,d3d,176181
2827,11713,east,65979
2828,21990,cmod,1160728023
2829,8998,east,57185
2830,9237,east,59623
2831,10881,east,64119
2832,6256,d3d,173243
2833,18859,east,81204
2834,17203,east,77575
2835,12025,east,66619
2836,14046,east,70813
2837,13364,east,69599
2838,22059,cmod,1160805011
2839,17078,east,77305
2840,19910,cmod,1140723031
2841,6952,d3d,175040
2842,20243,cmod,1150522019
2843,19364,cmod,1120906008
2844,11946,east,66522
2845,2968,d3d,163044
2846,22353,cmod,1160913010
2847,4130,d3d,166074
2848,9256,east,59753
2849,21131,cmod,1151001021
2850,6136,d3d,172472
2851,4946,d3d,168779
2852,4212,d3d,166303
2853,15948,east,74509
2854,15600,east,73851
2855,3756,d3d,165079
2856,11738,east,66080
2857,11428,east,64936
2858,19937,cmod,1140729027
2859,3897,d3d,165444
2860,1826,d3d,160290
2861,4112,d3d,166043
2862,9799,east,62279
2863,403,d3d,157156
2864,6387,d3d,173759
2865,2654,d3d,162257
2866,22354,cmod,1160913011
2867,14165,east,70983
2868,18399,east,80420
2869,13908,east,70517
2870,1654,d3d,159999
2871,4689,d3d,167366
2872,11780,east,66171
2873,8164,east,55674
2874,4479,d3d,166843
2875,10222,east,62839
2876,5580,d3d,170590
2877,16289,east,74980
2878,15688,east,73978
2879,5255,d3d,169893
2880,15050,east,73001
2881,3521,d3d,164569
2882,8051,east,55504
2883,10525,east,63543
2884,6317,d3d,173416
2885,9566,east,61586
2886,17937,east,79621
2887,3832,d3d,165298
2888,17208,east,77582
2889,3407,d3d,164263
2890,17579,east,78817
2891,9149,east,57487
2892,2611,d3d,162170
2893,22534,cmod,1160930009
2894,15446,east,73638
2895,6414,d3d,173822
2896,11949,east,66525
2897,19283,cmod,1120705023
2898,279,d3d,156898
2899,21856,cmod,1160708002
2900,3489,d3d,164456
2901,5928,d3d,171616
2902,18792,east,81085
2903,714,d3d,157954
2904,8961,east,57090
2905,9048,east,57335
2906,3419,d3d,164277
2907,18660,east,80854
2908,10187,east,62788
2909,7377,d3d,175969
2910,4379,d3d,166595
2911,20816,cmod,1150818018
2912,9835,east,62331
2913,21842,cmod,1160707003
2914,222,d3d,156818
2915,299,d3d,156923
2916,15240,east,73261
2917,10715,east,63815
2918,17323,east,77734
2919,19515,cmod,1140328022
2920,6606,d3d,174252
2921,13930,east,70555
2922,10327,east,63195
2923,3171,d3d,163476
2924,15910,east,74446
2925,2437,d3d,161413
2926,2716,d3d,162454
2927,16270,east,74960
2928,19083,east,81492
2929,17112,east,77405
2930,13443,east,69693
2931,11714,east,65980
2932,8839,east,56884
2933,4751,d3d,167439
2934,8275,east,55855
2935,13615,east,70036
2936,4530,d3d,166923
2937,5989,d3d,171957
2938,21887,cmod,1160713003
2939,13999,east,70666
2940,5442,d3d,170281
2941,2336,d3d,161240
2942,16639,east,75498
2943,8942,east,57043
2944,6424,d3d,173855
2945,3849,d3d,165323
2946,16394,east,75121
2947,2406,d3d,161376
2948,9255,east,59752
2949,8382,east,56039
2950,2887,d3d,162937
2951,3071,d3d,163223
2952,18563,east,80693
2953,15358,east,73464
2954,4428,d3d,166717
2955,10957,east,64254
2956,22048,cmod,1160804029
2957,18360,east,80364
2958,14685,east,72136
2959,14266,east,71124
2960,1276,d3d,159011
2961,5004,d3d,168986
2962,17502,east,78701
2963,22345,cmod,1160913002
2964,3925,d3d,165478
2965,5371,d3d,170113
2966,16897,east,76927
2967,9240,east,59639
2968,15967,east,74528
2969,8358,east,56011
2970,12194,east,67009
2971,2136,d3d,160908
2972,18243,east,80160
2973,3072,d3d,163225
2974,13080,east,69004
2975,8910,east,56992
2976,8169,east,55679
2977,7034,d3d,175248
2978,9778,east,62257
2979,14531,east,71543
2980,2232,d3d,161085
2981,18825,east,81144
2982,22412,cmod,1160920004
2983,8150,east,55659
2984,6046,d3d,172186
2985,2700,d3d,162403
2986,2058,d3d,160719
2987,781,d3d,158056
2988,19007,east,81391
2989,17263,east,77655
2990,20512,cmod,1150717002
2991,8011,east,55451
2992,11385,east,64876
2993,10115,east,62695
2994,1427,d3d,159369
2995,15865,east,74365
2996,18687,east,80917
2997,9687,east,62123
2998,2819,d3d,162786
2999,19635,cmod,1140522002
3000,17420,east,78567
3001,14608,east,71664
3002,17838,east,79411
3003,11678,east,65902
3004,7210,d3d,175642
3005,8992,east,57173
3006,3662,d3d,164880
3007,17946,east,79642
3008,15692,east,73985
3009,20451,cmod,1150709007
3010,14763,east,72371
3011,13361,east,69581
3012,8577,east,56432
3013,16805,east,76689
3014,7663,d3d,176739
3015,12709,east,67753
3016,6473,d3d,173963
3017,3331,d3d,164100
3018,12977,east,68823
3019,8212,east,55743
3020,2319,d3d,161218
3021,4616,d3d,167265
3022,5050,d3d,169128
3023,14773,east,72392
3024,21190,cmod,1160412030
3025,18105,east,79889
3026,9956,east,62488
3027,3422,d3d,164283
3028,9995,east,62542
3029,16910,east,76944
3030,11733,east,66073
3031,17179,east,77522
3032,7945,east,55322
3033,2598,d3d,161645
3034,7140,d3d,175509
3035,12353,east,67225
3036,6311,d3d,173410
3037,14709,east,72245
3038,9085,east,57395
3039,21783,cmod,1160630018
3040,17399,east,78519
3041,18145,east,79965
3042,18391,east,80408
3043,2829,d3d,162799
3044,12384,east,67263
3045,8303,east,55922
3046,7901,east,55261
3047,19245,cmod,1120223012
3048,14209,east,71042
3049,9044,east,57331
3050,21561,cmod,1160526025
3051,13000,east,68851
3052,9447,east,61283
3053,15694,east,73989
3054,12778,east,67857
3055,12727,east,67788
3056,15499,east,73699
3057,4999,d3d,168981
3058,13482,east,69754
3059,13687,east,70152
3060,8831,east,56863
3061,3534,d3d,164596
3062,5079,d3d,169338
3063,9361,east,60167
3064,16422,east,75153
3065,10337,east,63222
3066,9622,east,61810
3067,21424,cmod,1160505010
3068,1342,d3d,159248
3069,17580,east,78818
3070,914,d3d,158356
3071,534,d3d,157496
3072,21112,cmod,1151001002
3073,22309,cmod,1160907014
3074,21973,cmod,1160728004
3075,3880,d3d,165427
3076,12943,east,68752
3077,18705,east,80950
3078,21118,cmod,1151001008
3079,8272,east,55851
3080,14426,east,71401
3081,12659,east,67679
3082,399,d3d,157152
3083,3403,d3d,164252
3084,15450,east,73642
3085,12650,east,67668
3086,2330,d3d,161231
3087,10080,east,62644
3088,304,d3d,156929
3089,5147,d3d,169496
3090,5941,d3d,171636
3091,22511,cmod,1160927027
3092,12789,east,67882
3093,3371,d3d,164191
3094,1878,d3d,160401
3095,9390,east,60229
3096,6442,d3d,173892
3097,19149,east,81623
3098,5121,d3d,169435
3099,7423,d3d,176037
3100,12340,east,67210
3101,5960,d3d,171920
3102,14546,east,71561
3103,8599,east,56482
3104,16145,east,74778
3105,3939,d3d,165496
3106,22237,cmod,1160826006
3107,14325,east,71204
3108,4545,d3d,166947
3109,5746,d3d,171114
3110,1250,d3d,158977
3111,4568,d3d,167210
3112,21674,cmod,1160617032
3113,22268,cmod,1160830016
3114,17901,east,79550
3115,6271,d3d,173287
3116,5053,d3d,169133
3117,12221,east,67049
3118,21034,cmod,1150923024
3119,1018,d3d,158541
3120,20823,cmod,1150819006
3121,14894,east,72748
3122,21499,cmod,1160513016
3123,2763,d3d,162711
3124,6307,d3d,173404
3125,17590,east,78834
3126,14100,east,70899
3127,17716,east,79123
3128,569,d3d,157553
3129,3129,d3d,163335
3130,8437,east,56147
3131,3181,d3d,163486
3132,13958,east,70596
3133,5488,d3d,170351
3134,14480,east,71469
3135,19707,cmod,1140617019
3136,6104,d3d,172411
3137,5771,d3d,171173
3138,18074,east,79849
3139,14114,east,70919
3140,5917,d3d,171603
3141,8447,east,56190
3142,17675,east,79042
3143,242,d3d,156850
3144,5184,d3d,169588
3145,13445,east,69695
3146,1902,d3d,160444
3147,3352,d3d,164142
3148,17499,east,78693
3149,15270,east,73309
3150,2280,d3d,161151
3151,4991,d3d,168957
3152,11746,east,66096
3153,5225,d3d,169646
3154,1782,d3d,160217
3155,11545,east,65096
3156,2679,d3d,162312
3157,9420,east,61134
3158,14405,east,71362
3159,17067,east,77288
3160,11261,east,64669
3161,1270,d3d,159004
3162,11818,east,66319
3163,19372,cmod,1120907034
3164,8319,east,55939
3165,15765,east,74109
3166,20827,cmod,1150819011
3167,14839,east,72648
3168,16506,east,75275
3169,14249,east,71092
3170,12431,east,67364
3171,18653,east,80817
3172,9275,east,59788
3173,17414,east,78558
3174,14523,east,71532
3175,19764,cmod,1140625029
3176,17552,east,78766
3177,10242,east,62863
3178,16815,east,76715
3179,13297,east,69440
3180,6115,d3d,172429
3181,3175,d3d,163480
3182,2918,d3d,162980
3183,4894,d3d,168611
3184,9788,east,62267
3185,19113,east,81556
3186,2597,d3d,161644
3187,5547,d3d,170446
3188,15628,east,73892
3189,7698,d3d,176805
3190,20233,cmod,1150522007
3191,3283,d3d,163829
3192,16510,east,75279
3193,5163,d3d,169530
3194,17269,east,77661
3195,2295,d3d,161169
3196,12218,east,67044
3197,14818,east,72614
3198,4176,d3d,166141
3199,16221,east,74901
3200,11390,east,64881
3201,4951,d3d,168793
3202,752,d3d,158011
3203,6420,d3d,173846
3204,17073,east,77296
3205,12131,east,66861
3206,12724,east,67778
3207,21488,cmod,1160512024
3208,1767,d3d,160201
3209,8207,east,55735
3210,20516,cmod,1150717007
3211,17392,east,78510
3212,19329,cmod,1120824026
3213,4417,d3d,166685
3214,8071,east,55546
3215,1712,d3d,160084
3216,10656,east,63746
3217,16793,east,76644
3218,2760,d3d,162708
3219,6571,d3d,174195
3220,11268,east,64681
3221,3206,d3d,163518
3222,10868,east,64105
3223,10948,east,64242
3224,4521,d3d,166911
3225,10714,east,63814
3226,11333,east,64786
3227,3112,d3d,163316
3228,6770,d3d,174700
3229,10505,east,63510
3230,19265,cmod,1120615019
3231,10921,east,64171
3232,5598,d3d,170609
3233,14528,east,71539
3234,20763,cmod,1150813007
3235,3595,d3d,164706
3236,9120,east,57452
3237,58,d3d,156504
3238,21331,cmod,1160422015
3239,9035,east,57311
