,dataset_index,machine,shot
4300,3754,d3d,165075
4301,3619,d3d,164803
4302,10346,east,63238
4303,1680,d3d,160037
4304,18600,east,80745
4305,610,d3d,157704
4306,9639,east,61877
4307,15843,east,74301
4308,11980,east,66561
4309,7061,d3d,175288
4310,15280,east,73321
4311,7667,d3d,176743
4312,7448,d3d,176074
4313,2814,d3d,162781
4314,9900,east,62415
4315,2101,d3d,160836
4316,10526,east,63544
4317,14164,east,70982
4318,2650,d3d,162253
4319,7713,d3d,176822
4320,12290,east,67137
4321,13405,east,69648
4322,7208,d3d,175640
4323,18534,east,80638
4324,11924,east,66491
4325,10711,east,63811
4326,10821,east,63994
4327,1519,d3d,159552
4328,17575,east,78812
4329,5621,d3d,170721
4330,8567,east,56418
4331,8711,east,56688
4332,2319,d3d,161218
4333,9454,east,61291
4334,6982,d3d,175163
4335,785,d3d,158078
4336,7012,d3d,175216
4337,6905,d3d,174962
4338,4155,d3d,166110
4339,4943,d3d,168775
4340,7298,d3d,175850
4341,7967,east,55351
4342,10893,east,64131
4343,15657,east,73946
4344,8482,east,56250
4345,10719,east,63819
4346,8248,east,55811
4347,14671,east,72111
4348,12877,east,68459
4349,816,d3d,158144
4350,6165,d3d,172522
4351,16404,east,75133
4352,2855,d3d,162891
4353,537,d3d,157500
4354,12008,east,66602
4355,1765,d3d,160199
4356,17082,east,77314
4357,3853,d3d,165335
4358,6600,d3d,174245
4359,16121,east,74745
4360,15071,east,73024
4361,174,d3d,156738
4362,5604,d3d,170616
4363,14820,east,72617
4364,10443,east,63427
4365,9328,east,60060
4366,6540,d3d,174137
4367,5857,d3d,171454
4368,6799,d3d,174752
4369,4378,d3d,166585
4370,14967,east,72849
4371,9696,east,62132
4372,13003,east,68859
4373,3442,d3d,164326
4374,14551,east,71568
4375,9557,east,61543
4376,12999,east,68850
4377,12547,east,67529
4378,19001,east,81385
4379,13564,east,69965
4380,9442,east,61222
4381,461,d3d,157295
4382,11150,east,64520
4383,4801,d3d,167504
4384,14209,east,71042
4385,5411,d3d,170241
4386,7325,d3d,175898
4387,4818,d3d,167530
4388,11042,east,64374
4389,1491,d3d,159461
4390,2448,d3d,161445
4391,13804,east,70382
4392,14204,east,71028
4393,5874,d3d,171486
4394,18441,east,80498
4395,18039,east,79796
4396,14226,east,71063
4397,7026,d3d,175235
4398,2031,d3d,160685
4399,201,d3d,156781
4400,3368,d3d,164188
4401,6617,d3d,174264
4402,4550,d3d,167190
4403,14819,east,72615
4404,5272,d3d,169917
4405,15894,east,74427
4406,9405,east,61101
4407,13821,east,70401
4408,1776,d3d,160211
4409,9515,east,61443
4410,17348,east,78453
4411,2459,d3d,161458
4412,8454,east,56200
4413,10466,east,63464
4414,2893,d3d,162943
4415,2038,d3d,160692
4416,15093,east,73053
4417,1984,d3d,160571
4418,15477,east,73675
4419,5868,d3d,171477
4420,11946,east,66522
4421,12839,east,67948
4422,9774,east,62252
4423,86,d3d,156557
4424,999,d3d,158513
4425,12819,east,67916
4426,14738,east,72313
4427,16819,east,76733
4428,17470,east,78638
4429,17755,east,79227
4430,12458,east,67407
4431,19090,east,81501
4432,17343,east,77761
4433,5271,d3d,169915
4434,18937,east,81304
4435,9436,east,61209
4436,6054,d3d,172201
4437,9317,east,60044
4438,5403,d3d,170220
4439,6820,d3d,174824
4440,11646,east,65835
4441,7352,d3d,175933
4442,11159,east,64530
4443,8573,east,56427
4444,13825,east,70406
4445,13027,east,68889
4446,585,d3d,157655
4447,2523,d3d,161540
4448,3298,d3d,164043
4449,11219,east,64604
4450,9955,east,62487
4451,3450,d3d,164348
4452,5219,d3d,169634
4453,3549,d3d,164612
4454,18445,east,80502
4455,15321,east,73405
4456,3409,d3d,164265
4457,3124,d3d,163330
4458,17327,east,77740
4459,13227,east,69253
4460,15011,east,72910
4461,17372,east,78481
4462,5420,d3d,170253
4463,4615,d3d,167264
4464,652,d3d,157757
4465,2608,d3d,162167
4466,18662,east,80863
4467,11114,east,64461
4468,15718,east,74038
4469,4679,d3d,167350
4470,14288,east,71150
4471,4797,d3d,167499
4472,2637,d3d,162240
4473,16756,east,75651
4474,2547,d3d,161582
4475,11144,east,64512
4476,16411,east,75142
4477,8528,east,56342
4478,3729,d3d,165036
4479,4859,d3d,167592
4480,17772,east,79262
4481,11132,east,64498
4482,15273,east,73313
4483,18308,east,80271
4484,8104,east,55593
4485,14413,east,71383
4486,15912,east,74449
4487,9039,east,57320
4488,10912,east,64159
4489,15684,east,73974
4490,10216,east,62829
4491,3702,d3d,165002
4492,7023,d3d,175231
4493,11481,east,64996
4494,820,d3d,158148
4495,15810,east,74180
4496,6233,d3d,173197
4497,16746,east,75638
4498,4102,d3d,166031
4499,5529,d3d,170419
4500,13640,east,70076
4501,16193,east,74870
4502,18543,east,80663
4503,15743,east,74064
4504,8621,east,56541
4505,282,d3d,156901
4506,3728,d3d,165035
4507,18910,east,81271
4508,11058,east,64393
4509,15867,east,74375
4510,2708,d3d,162411
4511,11984,east,66576
4512,8921,east,57016
4513,10435,east,63419
4514,18875,east,81228
4515,19092,east,81504
4516,4222,d3d,166315
4517,4255,d3d,166392
4518,12654,east,67672
4519,11893,east,66456
4520,7299,d3d,175851
4521,11018,east,64339
4522,10503,east,63508
4523,5622,d3d,170722
4524,10953,east,64247
4525,17396,east,78514
4526,11082,east,64420
4527,13717,east,70185
4528,3996,d3d,165732
4529,14509,east,71514
4530,4989,d3d,168955
4531,14521,east,71530
4532,16068,east,74669
4533,11380,east,64871
4534,4710,d3d,167387
4535,3596,d3d,164716
4536,16929,east,76969
4537,2689,d3d,162342
4538,8877,east,56934
4539,1705,d3d,160077
4540,10047,east,62600
4541,11297,east,64726
4542,3916,d3d,165467
4543,9724,east,62187
4544,10071,east,62635
4545,18343,east,80332
4546,12210,east,67026
4547,5034,d3d,169110
4548,7118,d3d,175481
4549,16433,east,75172
4550,2141,d3d,160914
4551,95,d3d,156609
4552,18680,east,80909
4553,189,d3d,156761
4554,11968,east,66547
4555,860,d3d,158194
4556,6469,d3d,173959
4557,12821,east,67918
4558,9580,east,61621
4559,16711,east,75596
4560,7292,d3d,175833
4561,1291,d3d,159115
4562,2774,d3d,162724
4563,9613,east,61786
4564,1600,d3d,159725
4565,12607,east,67612
4566,10045,east,62598
4567,10822,east,63996
4568,10227,east,62846
4569,2688,d3d,162337
4570,16278,east,74968
4571,16559,east,75348
4572,10789,east,63947
4573,15245,east,73266
4574,2836,d3d,162809
4575,2727,d3d,162509
4576,18193,east,80091
4577,1151,d3d,158804
4578,17222,east,77599
4579,12569,east,67559
4580,11803,east,66304
4581,15478,east,73677
4582,15939,east,74493
4583,9278,east,59923
4584,14780,east,72406
4585,12809,east,67906
4586,546,d3d,157509
4587,9396,east,60239
4588,12619,east,67625
4589,6202,d3d,173061
4590,17960,east,79665
4591,3032,d3d,163161
4592,2856,d3d,162892
4593,1992,d3d,160580
4594,3058,d3d,163204
4595,18616,east,80765
4596,14601,east,71655
4597,14809,east,72603
4598,8589,east,56460
4599,2843,d3d,162869
4600,5428,d3d,170266
4601,7158,d3d,175534
4602,10621,east,63677
4603,9667,east,62008
4604,9177,east,59345
4605,16722,east,75607
4606,5308,d3d,170012
4607,7604,d3d,176502
4608,7635,d3d,176661
4609,13539,east,69935
4610,2402,d3d,161371
4611,10109,east,62689
4612,975,d3d,158472
4613,10054,east,62615
4614,17904,east,79564
4615,12908,east,68685
4616,16482,east,75250
4617,11330,east,64781
4618,10655,east,63736
4619,5596,d3d,170607
4620,11480,east,64995
4621,3533,d3d,164595
4622,9068,east,57368
4623,6265,d3d,173280
4624,13082,east,69007
4625,3038,d3d,163167
4626,5655,d3d,170782
4627,12630,east,67637
4628,14990,east,72876
4629,3954,d3d,165512
4630,18014,east,79756
4631,1228,d3d,158954
4632,5739,d3d,171105
4633,5169,d3d,169544
4634,12639,east,67654
4635,1653,d3d,159998
4636,7567,d3d,176408
4637,8510,east,56308
4638,16707,east,75592
4639,16838,east,76837
4640,11628,east,65797
4641,6044,d3d,172184
4642,5133,d3d,169466
4643,12621,east,67627
4644,7439,d3d,176055
4645,11367,east,64854
4646,18475,east,80547
4647,14429,east,71406
4648,15423,east,73590
4649,16371,east,75096
4650,16832,east,76823
4651,13593,east,70011
4652,19171,east,81666
4653,72,d3d,156522
4654,10174,east,62773
4655,5782,d3d,171213
4656,168,d3d,156728
4657,14343,east,71228
4658,6147,d3d,172490
4659,5306,d3d,170005
4660,13496,east,69807
4661,16750,east,75643
4662,16031,east,74621
4663,4423,d3d,166701
4664,13354,east,69571
4665,9996,east,62543
4666,6288,d3d,173319
4667,9008,east,57217
4668,15858,east,74356
4669,16612,east,75448
4670,5595,d3d,170606
4671,1797,d3d,160243
4672,2705,d3d,162408
4673,7071,d3d,175302
4674,3892,d3d,165439
4675,5225,d3d,169646
4676,6145,d3d,172485
4677,18760,east,81043
4678,9077,east,57382
4679,2937,d3d,163000
4680,6736,d3d,174635
4681,11949,east,66525
4682,2965,d3d,163040
4683,3413,d3d,164269
4684,1396,d3d,159312
4685,15521,east,73739
4686,3061,d3d,163208
4687,14624,east,71681
4688,9592,east,61637
4689,2140,d3d,160913
4690,8226,east,55789
4691,12223,east,67051
4692,843,d3d,158177
4693,12694,east,67731
4694,10459,east,63443
4695,8982,east,57150
4696,2806,d3d,162768
4697,17694,east,79072
4698,3697,d3d,164985
4699,19189,east,81688
4700,10684,east,63782
4701,14716,east,72255
4702,10611,east,63652
4703,9346,east,60130
4704,1218,d3d,158938
4705,17437,east,78598
4706,17147,east,77453
4707,12180,east,66994
4708,14311,east,71189
4709,5165,d3d,169539
4710,4997,d3d,168974
4711,2455,d3d,161453
4712,4211,d3d,166284
4713,14066,east,70836
4714,1082,d3d,158682
4715,2819,d3d,162786
4716,9943,east,62475
4717,16137,east,74769
4718,16584,east,75390
4719,16880,east,76906
4720,1501,d3d,159472
4721,6967,d3d,175056
4722,12092,east,66719
4723,14329,east,71210
4724,17107,east,77393
4725,17357,east,78465
4726,11002,east,64319
4727,13756,east,70243
4728,18023,east,79777
4729,10301,east,62948
4730,6221,d3d,173116
4731,16150,east,74823
4732,13647,east,70087
4733,13710,east,70178
4734,10180,east,62779
4735,1027,d3d,158593
4736,1132,d3d,158771
4737,9882,east,62389
4738,1071,d3d,158663
4739,2713,d3d,162416
4740,12186,east,67000
4741,18656,east,80827
4742,14357,east,71243
4743,12463,east,67412
4744,8471,east,56233
4745,12109,east,66742
4746,1530,d3d,159565
4747,7355,d3d,175937
4748,5018,d3d,169067
4749,15124,east,73088
4750,3834,d3d,165300
4751,17344,east,77762
4752,16239,east,74929
4753,13266,east,69336
4754,6362,d3d,173695
4755,14414,east,71384
4756,10315,east,62970
4757,548,d3d,157519
4758,15421,east,73586
4759,947,d3d,158415
4760,4863,d3d,167596
4761,6623,d3d,174270
4762,4131,d3d,166075
4763,13813,east,70392
4764,13185,east,69186
4765,8249,east,55812
4766,13454,east,69706
4767,18743,east,81017
4768,9886,east,62393
4769,16811,east,76698
4770,17935,east,79619
4771,14612,east,71668
4772,9674,east,62087
4773,3357,d3d,164168
4774,3421,d3d,164282
4775,4040,d3d,165875
4776,7702,d3d,176809
4777,6632,d3d,174287
4778,16465,east,75227
4779,8555,east,56393
4780,12722,east,67776
4781,10838,east,64037
4782,13663,east,70106
4783,3872,d3d,165406
4784,18696,east,80931
4785,7919,east,55292
4786,18268,east,80205
4787,15575,east,73820
4788,1931,d3d,160484
4789,4367,d3d,166568
4790,5727,d3d,170889
4791,18919,east,81281
4792,3677,d3d,164911
4793,18544,east,80668
4794,10383,east,63316
4795,14686,east,72137
4796,12572,east,67562
4797,8611,east,56513
4798,11078,east,64415
4799,4403,d3d,166662
4800,1360,d3d,159271
4801,16829,east,76777
4802,2648,d3d,162251
4803,9581,east,61622
4804,11725,east,66005
4805,14052,east,70820
4806,1619,d3d,159756
4807,13833,east,70417
4808,4399,d3d,166621
4809,6634,d3d,174290
4810,14656,east,71725
4811,13508,east,69824
4812,18844,east,81179
4813,1180,d3d,158895
4814,16557,east,75343
4815,11314,east,64758
4816,4357,d3d,166554
4817,119,d3d,156648
4818,1689,d3d,160058
4819,7554,d3d,176357
4820,13136,east,69105
4821,5953,d3d,171694
4822,16537,east,75315
4823,17491,east,78683
4824,9321,east,60049
4825,17514,east,78719
4826,8484,east,56252
4827,11498,east,65021
4828,3605,d3d,164776
4829,4436,d3d,166726
4830,7921,east,55294
4831,12204,east,67019
4832,15326,east,73417
4833,16982,east,77132
4834,2222,d3d,161057
4835,6435,d3d,173874
4836,4070,d3d,165939
4837,4836,d3d,167555
4838,12834,east,67942
4839,18767,east,81055
4840,16207,east,74885
4841,15582,east,73827
4842,10855,east,64074
4843,2540,d3d,161564
4844,12555,east,67538
4845,14172,east,70990
4846,7865,east,55212
4847,3654,d3d,164871
4848,17088,east,77323
4849,18452,east,80509
4850,14794,east,72425
4851,15266,east,73305
4852,15662,east,73951
4853,6473,d3d,173963
4854,889,d3d,158308
4855,11692,east,65934
4856,14922,east,72788
4857,3847,d3d,165320
4858,6670,d3d,174506
4859,2439,d3d,161415
4860,18968,east,81338
4861,1066,d3d,158658
4862,7044,d3d,175269
4863,10514,east,63519
4864,5731,d3d,170893
4865,6052,d3d,172193
4866,11624,east,65761
4867,2703,d3d,162406
4868,7866,east,55214
4869,16503,east,75272
4870,31,d3d,156413
4871,1666,d3d,160019
4872,18814,east,81125
4873,2507,d3d,161518
4874,7767,d3d,176944
4875,18798,east,81091
4876,343,d3d,157071
4877,5828,d3d,171308
4878,491,d3d,157402
4879,16284,east,74974
4880,1230,d3d,158956
4881,14717,east,72256
4882,15996,east,74569
4883,5117,d3d,169431
4884,13984,east,70625
4885,15989,east,74556
4886,18701,east,80945
4887,12300,east,67148
4888,4684,d3d,167356
4889,13707,east,70175
4890,10594,east,63634
4891,8405,east,56079
4892,4823,d3d,167535
4893,9094,east,57404
4894,10287,east,62934
4895,18319,east,80295
4896,10787,east,63944
4897,11778,east,66169
4898,13795,east,70372
4899,15861,east,74360
4900,5061,d3d,169300
4901,12486,east,67446
4902,1824,d3d,160287
4903,4267,d3d,166413
4904,5424,d3d,170258
4905,11402,east,64899
4906,2954,d3d,163029
4907,1863,d3d,160356
4908,2446,d3d,161442
4909,7331,d3d,175904
4910,387,d3d,157132
4911,1137,d3d,158777
4912,19043,east,81440
4913,15633,east,73898
4914,1938,d3d,160491
4915,3380,d3d,164209
4916,26,d3d,156376
4917,13809,east,70387
4918,18223,east,80129
4919,8926,east,57021
4920,10879,east,64117
4921,11669,east,65875
4922,15711,east,74029
4923,7710,d3d,176819
4924,7579,d3d,176467
4925,17769,east,79259
4926,15361,east,73469
4927,3212,d3d,163526
4928,5414,d3d,170245
4929,7589,d3d,176487
4930,4755,d3d,167444
4931,518,d3d,157433
4932,13824,east,70405
4933,4969,d3d,168851
4934,1588,d3d,159713
4935,1782,d3d,160217
4936,18469,east,80534
4937,8251,east,55823
4938,12781,east,67862
4939,9729,east,62192
4940,10922,east,64173
4941,16687,east,75553
4942,11458,east,64971
4943,6847,d3d,174862
4944,9954,east,62486
4945,16672,east,75536
4946,19083,east,81492
4947,3767,d3d,165095
4948,18683,east,80913
4949,4954,d3d,168798
4950,3681,d3d,164956
4951,16609,east,75438
4952,3420,d3d,164278
4953,9649,east,61923
4954,7602,d3d,176500
4955,4732,d3d,167415
4956,16897,east,76927
4957,2118,d3d,160867
4958,8008,east,55447
4959,11745,east,66095
4960,7228,d3d,175683
4961,19112,east,81555
4962,15698,east,73993
4963,10190,east,62792
4964,15807,east,74177
4965,14563,east,71580
4966,10501,east,63506
4967,12484,east,67437
4968,5159,d3d,169516
4969,1044,d3d,158610
4970,18041,east,79798
4971,15541,east,73773
4972,15496,east,73696
4973,8448,east,56191
4974,16428,east,75160
4975,9692,east,62128
4976,18049,east,79811
4977,5700,d3d,170852
4978,16475,east,75243
4979,966,d3d,158445
4980,11977,east,66557
4981,4605,d3d,167254
4982,16377,east,75102
4983,412,d3d,157187
4984,4637,d3d,167294
4985,763,d3d,158030
4986,18306,east,80269
4987,5740,d3d,171107
4988,6034,d3d,172096
4989,1977,d3d,160563
4990,1536,d3d,159582
4991,209,d3d,156794
4992,17189,east,77558
4993,11612,east,65662
4994,12282,east,67129
4995,12050,east,66654
4996,11961,east,66539
4997,13649,east,70089
4998,1144,d3d,158784
4999,11901,east,66465
5000,9415,east,61125
5001,4852,d3d,167576
5002,16985,east,77135
5003,15099,east,73061
5004,1691,d3d,160060
5005,8379,east,56035
5006,16712,east,75597
5007,3616,d3d,164799
5008,8608,east,56507
5009,3449,d3d,164346
5010,6680,d3d,174520
5011,16460,east,75220
5012,4398,d3d,166619
5013,9567,east,61588
5014,7335,d3d,175909
5015,1290,d3d,159114
5016,4691,d3d,167368
5017,12608,east,67613
5018,11772,east,66159
5019,6876,d3d,174898
5020,8011,east,55451
5021,17795,east,79299
5022,8698,east,56661
5023,6669,d3d,174505
5024,10852,east,64070
5025,4177,d3d,166142
5026,5330,d3d,170050
5027,588,d3d,157658
5028,3779,d3d,165113
5029,5024,d3d,169085
5030,4179,d3d,166144
5031,264,d3d,156873
5032,11101,east,64442
5033,7736,d3d,176892
5034,7284,d3d,175822
5035,13130,east,69096
5036,12340,east,67210
5037,10463,east,63461
5038,16059,east,74660
5039,15591,east,73838
5040,5836,d3d,171317
5041,10179,east,62778
5042,14203,east,71027
5043,10566,east,63589
5044,12737,east,67798
5045,9617,east,61800
5046,3967,d3d,165550
5047,2532,d3d,161555
5048,3101,d3d,163305
5049,3555,d3d,164621
5050,18241,east,80152
5051,0,d3d,156336
5052,12354,east,67226
5053,18108,east,79892
5054,10154,east,62753
5055,16889,east,76915
5056,15704,east,73999
5057,13532,east,69928
5058,17391,east,78508
5059,320,d3d,157043
5060,9818,east,62299
5061,5487,d3d,170349
5062,17815,east,79349
5063,4655,d3d,167314
5064,2700,d3d,162403
5065,9941,east,62473
5066,5665,d3d,170800
5067,6023,d3d,172001
5068,1885,d3d,160410
5069,196,d3d,156775
5070,16936,east,76989
5071,10761,east,63894
5072,17599,east,78844
5073,18414,east,80456
5074,9491,east,61408
5075,2591,d3d,161638
5076,9888,east,62395
5077,15488,east,73688
5078,3930,d3d,165483
5079,14128,east,70933
5080,11864,east,66410
5081,5521,d3d,170408
5082,18418,east,80461
5083,1347,d3d,159254
5084,1774,d3d,160208
5085,2359,d3d,161273
5086,10596,east,63636
5087,14027,east,70709
5088,14081,east,70855
5089,18842,east,81174
5090,8299,east,55918
5091,19075,east,81479
5092,12510,east,67474
5093,10916,east,64163
5094,11724,east,66004
5095,13187,east,69190
5096,12993,east,68844
5097,3416,d3d,164274
5098,9308,east,60010
5099,4356,d3d,166553
5100,2369,d3d,161291
5101,1484,d3d,159454
5102,13742,east,70226
5103,1410,d3d,159340
5104,12578,east,67568
5105,9757,east,62225
5106,15183,east,73171
5107,13559,east,69958
5108,14142,east,70947
5109,659,d3d,157793
5110,12886,east,68498
5111,5732,d3d,170894
5112,4327,d3d,166504
5113,3999,d3d,165749
5114,16168,east,74841
5115,16318,east,75020
5116,11364,east,64839
5117,7077,d3d,175312
5118,9416,east,61127
5119,14775,east,72395
5120,16403,east,75132
5121,18548,east,80672
5122,16551,east,75332
5123,148,d3d,156697
5124,2305,d3d,161192
5125,15278,east,73319
5126,130,d3d,156660
5127,17841,east,79422
5128,16875,east,76896
5129,8144,east,55653
5130,8775,east,56777
5131,10488,east,63493
5132,10467,east,63465
5133,1199,d3d,158918
5134,6345,d3d,173557
5135,17738,east,79209
5136,1448,d3d,159394
5137,9438,east,61212
5138,15058,east,73011
5139,7881,east,55233
5140,9381,east,60209
5141,1715,d3d,160092
5142,358,d3d,157097
5143,11383,east,64874
5144,10447,east,63431
5145,1178,d3d,158887
5146,13230,east,69256
5147,6247,d3d,173229
5148,8234,east,55797
5149,76,d3d,156544
5150,14494,east,71490
5151,10920,east,64170
5152,12686,east,67723
5153,11359,east,64829
5154,17780,east,79274
5155,16451,east,75203
5156,11823,east,66324
5157,5843,d3d,171431
5158,18186,east,80084
5159,9976,east,62514
5160,7640,d3d,176669
5161,5762,d3d,171148
5162,3300,d3d,164045
5163,13818,east,70398
5164,4071,d3d,165940
5165,16292,east,74983
5166,316,d3d,157038
5167,6430,d3d,173862
5168,15367,east,73499
5169,9447,east,61283
5170,13749,east,70236
5171,241,d3d,156849
5172,2605,d3d,162164
5173,16834,east,76826
5174,2750,d3d,162544
5175,6355,d3d,173598
5176,560,d3d,157537
5177,10269,east,62907
5178,9120,east,57452
5179,14048,east,70815
5180,12516,east,67480
5181,3571,d3d,164656
5182,479,d3d,157376
5183,12667,east,67687
5184,17863,east,79486
5185,2853,d3d,162889
5186,2156,d3d,160964
5187,14012,east,70688
5188,13262,east,69332
5189,13728,east,70204
5190,12606,east,67611
5191,6604,d3d,174250
5192,15050,east,73001
5193,8095,east,55581
5194,16562,east,75351
5195,9461,east,61303
5196,8205,east,55732
5197,2975,d3d,163051
5198,425,d3d,157233
5199,8559,east,56407
5200,1225,d3d,158951
5201,2112,d3d,160853
5202,9860,east,62358
5203,16896,east,76925
5204,14144,east,70951
5205,7831,east,55042
5206,14614,east,71670
5207,10563,east,63586
5208,3489,d3d,164456
5209,10530,east,63550
5210,17739,east,79210
5211,18913,east,81275
5212,16865,east,76871
5213,9332,east,60067
5214,13835,east,70420
5215,5753,d3d,171139
5216,665,d3d,157815
5217,18989,east,81371
5218,2802,d3d,162764
5219,5474,d3d,170327
5220,3454,d3d,164355
5221,2078,d3d,160798
5222,5257,d3d,169895
5223,14727,east,72270
5224,106,d3d,156621
5225,2021,d3d,160670
5226,16062,east,74663
5227,4831,d3d,167547
5228,4940,d3d,168772
5229,17900,east,79549
5230,10144,east,62734
5231,12138,east,66879
5232,3776,d3d,165110
5233,16661,east,75524
5234,4014,d3d,165769
5235,7590,d3d,176488
5236,4291,d3d,166446
5237,12303,east,67152
5238,18053,east,79815
5239,1374,d3d,159290
5240,5381,d3d,170155
5241,14388,east,71312
5242,15015,east,72917
5243,15052,east,73003
5244,16397,east,75124
5245,10769,east,63905
5246,11411,east,64909
5247,15691,east,73982
5248,6681,d3d,174521
5249,3694,d3d,164980
5250,7730,d3d,176886
5251,16638,east,75497
5252,11898,east,66462
5253,4381,d3d,166597
5254,12421,east,67333
5255,5457,d3d,170299
5256,9103,east,57414
5257,10521,east,63539
5258,9054,east,57345
5259,9545,east,61522
5260,2877,d3d,162926
5261,10635,east,63708
5262,8125,east,55617
5263,13420,east,69669
5264,12440,east,67382
5265,8227,east,55790
5266,6169,d3d,172528
5267,10306,east,62959
5268,12396,east,67296
5269,11806,east,66307
5270,16966,east,77094
5271,8742,east,56730
5272,18005,east,79737
5273,1266,d3d,158999
5274,8764,east,56765
5275,10197,east,62800
5276,167,d3d,156725
5277,14986,east,72871
5278,16406,east,75135
5279,11501,east,65024
5280,1097,d3d,158697
5281,16676,east,75542
5282,6859,d3d,174875
5283,3516,d3d,164562
5284,7878,east,55229
5285,16546,east,75326
5286,17473,east,78645
5287,812,d3d,158140
5288,5878,d3d,171490
5289,15567,east,73812
5290,1882,d3d,160407
5291,12716,east,67769
5292,6960,d3d,175049
5293,11766,east,66151
5294,7982,east,55369
5295,17730,east,79199
5296,12055,east,66659
5297,19144,east,81614
5298,15388,east,73522
5299,8924,east,57019
5300,5467,d3d,170319
5301,16826,east,76758
5302,7610,d3d,176508
5303,8781,east,56785
5304,3560,d3d,164629
5305,16594,east,75418
5306,12026,east,66620
5307,12454,east,67402
5308,6603,d3d,174249
5309,11687,east,65929
5310,13960,east,70598
5311,12099,east,66727
5312,9636,east,61856
5313,13039,east,68913
5314,9052,east,57342
5315,9413,east,61114
5316,7000,d3d,175194
5317,9711,east,62167
5318,18918,east,81280
5319,11597,east,65601
5320,6299,d3d,173379
5321,10738,east,63854
5322,1995,d3d,160584
5323,8197,east,55719
5324,10375,east,63302
5325,4390,d3d,166609
5326,15560,east,73804
5327,4913,d3d,168694
5328,11310,east,64754
5329,2233,d3d,161086
5330,15022,east,72928
5331,16050,east,74649
5332,13107,east,69040
5333,9520,east,61475
5334,15234,east,73254
5335,13509,east,69825
5336,14236,east,71077
5337,14887,east,72739
5338,17221,east,77598
5339,17974,east,79687
5340,5708,d3d,170867
5341,13176,east,69171
5342,3910,d3d,165461
5343,17889,east,79528
5344,615,d3d,157709
5345,15680,east,73970
5346,13099,east,69025
5347,6800,d3d,174753
5348,6079,d3d,172341
5349,17605,east,78853
5350,18908,east,81269
5351,1287,d3d,159024
5352,5409,d3d,170239
5353,3514,d3d,164559
5354,4089,d3d,165963
5355,13797,east,70375
5356,5737,d3d,171103
5357,6838,d3d,174853
5358,2677,d3d,162307
5359,1154,d3d,158816
5360,3582,d3d,164670
5361,7986,east,55373
5362,18056,east,79818
5363,5472,d3d,170325
5364,6005,d3d,171976
5365,5988,d3d,171956
5366,10415,east,63396
5367,2594,d3d,161641
5368,12230,east,67060
5369,827,d3d,158155
5370,14548,east,71565
5371,13002,east,68854
5372,4426,d3d,166704
5373,6897,d3d,174931
5374,12233,east,67066
5375,1664,d3d,160016
5376,15941,east,74496
5377,6107,d3d,172416
5378,5312,d3d,170016
5379,9854,east,62350
5380,3537,d3d,164599
5381,18938,east,81305
5382,10687,east,63785
5383,18219,east,80123
5384,18162,east,80025
5385,3965,d3d,165548
5386,17141,east,77446
5387,578,d3d,157562
5388,14660,east,71731
5389,6325,d3d,173527
5390,7334,d3d,175908
5391,6097,d3d,172400
5392,202,d3d,156784
5393,9789,east,62268
5394,12709,east,67753
5395,1435,d3d,159380
5396,13776,east,70353
5397,4657,d3d,167317
5398,16418,east,75149
5399,8787,east,56791
5400,3780,d3d,165114
5401,309,d3d,156946
5402,16621,east,75465
5403,8130,east,55630
5404,2374,d3d,161306
5405,9578,east,61618
5406,4708,d3d,167385
5407,12833,east,67941
5408,7285,d3d,175826
5409,478,d3d,157374
5410,6224,d3d,173182
5411,8365,east,56020
5412,14765,east,72376
5413,12415,east,67326
5414,10743,east,63863
5415,13895,east,70497
5416,10808,east,63973
5417,13422,east,69671
5418,14351,east,71237
5419,4522,d3d,166915
5420,14987,east,72873
5421,1173,d3d,158835
5422,4486,d3d,166850
5423,7606,d3d,176504
5424,2321,d3d,161220
5425,10449,east,63433
5426,18532,east,80630
5427,929,d3d,158387
5428,16892,east,76920
5429,10799,east,63957
5430,14853,east,72690
5431,6036,d3d,172103
5432,9843,east,62339
5433,6523,d3d,174108
5434,9543,east,61516
5435,11318,east,64763
5436,5296,d3d,169977
5437,14592,east,71637
5438,8825,east,56853
5439,12431,east,67364
5440,7281,d3d,175819
5441,6066,d3d,172219
5442,17099,east,77383
5443,18487,east,80561
5444,8643,east,56577
5445,7905,east,55265
5446,490,d3d,157401
5447,318,d3d,157041
5448,4048,d3d,165890
5449,4350,d3d,166540
5450,16577,east,75370
5451,7701,d3d,176808
5452,15535,east,73761
5453,9599,east,61676
5454,16510,east,75279
5455,9026,east,57292
5456,5901,d3d,171573
5457,13953,east,70590
5458,4790,d3d,167489
5459,13164,east,69157
5460,16221,east,74901
5461,14276,east,71135
5462,10356,east,63260
5463,9811,east,62291
5464,10980,east,64292
5465,8990,east,57168
5466,6048,d3d,172188
5467,11094,east,64432
5468,14088,east,70886
5469,9897,east,62406
5470,13296,east,69431
5471,14443,east,71429
5472,16769,east,76503
5473,10370,east,63296
5474,18591,east,80736
5475,4642,d3d,167299
5476,14137,east,70942
5477,16245,east,74935
5478,10788,east,63945
5479,8508,east,56306
5480,302,d3d,156927
5481,4191,d3d,166170
5482,6083,d3d,172361
5483,9375,east,60201
5484,9499,east,61418
5485,17594,east,78839
5486,12693,east,67730
5487,695,d3d,157913
5488,3176,d3d,163481
5489,9005,east,57213
